1,0,0,0,0,1,0,0,0,0,0,0,0,4,EM
2,0,0,0,1,0,0,0,0,0,0,0,0,3,EM
3,0,0,0,0,1,0,0,0,0,0,0,0,4,EM
4,0,0,0,1,0,0,0,0,0,0,0,0,3,EM
5,0,0,0,0,1,0,0,0,0,0,0,0,4,EM
6,0,0,0,0,0,0,0,0,0,0,0,1,11,EM
7,0,0,1,0,0,0,0,0,0,0,0,0,2,EM
8,1,0,0,0,0,0,0,0,0,0,0,0,0,EM
9,0,0,0,0,0,0,0,0,0,1,0,0,9,Am
10,0,0,0,0,1,0,0,0,0,0,0,0,4,Am
11,0,0,0,0,0,0,0,0,0,1,0,0,9,Am
12,1,0,0,0,0,0,0,0,0,0,0,0,0,Am
13,0,0,0,0,1,0,0,0,0,0,0,0,4,Am
14,0,0,0,0,0,0,0,0,0,1,0,0,9,Am
15,0,0,0,0,1,0,0,0,0,0,0,1,4,EM
16,0,0,0,0,1,0,0,0,0,0,0,0,4,EM
17,0,0,0,0,0,0,0,0,1,0,0,0,8,EM
18,0,0,0,0,1,0,0,0,0,0,0,0,4,EM
19,0,0,0,0,0,0,0,0,1,0,0,0,8,EM
20,0,0,0,0,0,0,0,0,0,0,0,1,11,EM
21,1,0,0,0,0,0,0,0,0,1,0,0,9,Am
22,0,0,0,0,1,0,0,0,0,0,0,0,4,Am
23,0,0,0,0,0,0,0,0,0,1,0,0,9,Am
24,0,0,0,0,1,0,0,0,0,0,0,0,4,Am
25,0,0,0,0,1,0,0,0,0,0,0,0,4,EM
26,0,0,0,1,0,0,0,0,0,0,0,0,3,EM
27,0,0,0,0,1,0,0,0,0,0,0,0,4,EM
28,0,0,0,1,0,0,0,0,0,0,0,0,3,EM
29,0,0,0,0,1,0,0,0,0,0,0,0,4,EM
30,0,0,0,0,0,0,0,0,0,0,0,1,11,EM
31,0,0,1,0,0,0,0,0,0,0,0,0,2,EM
32,1,0,0,0,0,0,0,0,0,0,0,0,0,EM
33,0,0,0,0,0,0,0,0,0,1,0,0,9,Am
34,0,0,0,0,1,0,0,0,0,0,0,0,4,Am
35,0,0,0,0,0,0,0,0,0,1,0,0,9,Am
36,1,0,0,0,0,0,0,0,0,0,0,0,0,Am
37,0,0,0,0,1,0,0,0,0,0,0,0,4,Am
38,0,0,0,0,0,0,0,0,0,1,0,0,9,Am
39,0,0,0,0,1,0,0,0,0,0,0,1,4,EM
40,0,0,0,0,1,0,0,0,0,0,0,0,4,EM
41,0,0,0,0,0,0,0,0,1,0,0,0,8,EM
42,0,0,0,0,1,0,0,0,0,0,0,0,4,EM
43,1,0,0,0,0,0,0,0,0,0,0,0,0,EM
44,0,0,0,0,0,0,0,0,0,0,0,1,11,EM
45,0,0,0,0,0,0,0,0,0,1,0,0,9,Am
46,0,0,0,0,1,0,0,0,0,0,0,0,4,Am
47,0,0,0,0,0,0,0,0,0,1,0,0,9,Am
48,0,0,0,0,1,0,0,0,0,0,0,0,4,EM
49,0,0,0,1,0,0,0,0,0,0,0,0,3,EM
50,0,0,0,0,1,0,0,0,0,0,0,0,4,EM
51,0,0,0,1,0,0,0,0,0,0,0,0,3,EM
52,0,0,0,0,1,0,0,0,0,0,0,0,4,EM
53,0,0,0,0,0,0,0,0,0,0,0,1,11,EM
54,0,0,1,0,0,0,0,0,0,0,0,0,2,EM
55,1,0,0,0,0,0,0,0,0,0,0,0,0,EM
56,0,0,0,0,0,0,0,0,0,1,0,0,9,Am
57,0,0,0,0,1,0,0,0,0,0,0,0,4,Am
58,0,0,0,0,0,0,0,0,0,1,0,0,9,Am
59,1,0,0,0,0,0,0,0,0,0,0,0,0,Am
60,0,0,0,0,1,0,0,0,0,0,0,0,4,Am
61,0,0,0,0,0,0,0,0,0,1,0,0,9,Am
62,0,0,0,0,1,0,0,0,0,0,0,1,4,EM
63,0,0,0,0,1,0,0,0,0,0,0,0,4,EM
64,0,0,0,0,0,0,0,0,1,0,0,0,8,EM
65,0,0,0,0,1,0,0,0,0,0,0,0,4,EM
66,0,0,0,0,0,0,0,0,1,0,0,0,8,EM
67,0,0,0,0,0,0,0,0,0,0,0,1,11,EM
68,1,0,0,0,0,0,0,0,0,1,0,0,9,Am
69,0,0,0,0,1,0,0,0,0,0,0,0,4,Am
70,0,0,0,0,0,0,0,0,0,1,0,0,9,Am
71,0,0,0,0,1,0,0,0,0,0,0,0,4,Am
72,0,0,0,0,1,0,0,0,0,0,0,0,4,EM
73,0,0,0,1,0,0,0,0,0,0,0,0,3,EM
74,0,0,0,0,1,0,0,0,0,0,0,0,4,EM
75,0,0,0,1,0,0,0,0,0,0,0,0,3,EM
76,0,0,0,0,1,0,0,0,0,0,0,0,4,EM
77,0,0,0,0,0,0,0,0,0,0,0,1,11,EM
78,0,0,1,0,0,0,0,0,0,0,0,0,2,EM
79,1,0,0,0,0,0,0,0,0,0,0,0,0,EM
80,0,0,0,0,0,0,0,0,0,1,0,0,9,Am
81,0,0,0,0,1,0,0,0,0,0,0,0,4,Am
82,0,0,0,0,0,0,0,0,0,1,0,0,9,Am
83,1,0,0,0,0,0,0,0,0,0,0,0,0,Am
84,0,0,0,0,1,0,0,0,0,0,0,0,4,Am
85,0,0,0,0,0,0,0,0,0,1,0,0,9,Am
86,0,0,0,0,1,0,0,0,0,0,0,1,4,EM
87,0,0,0,0,1,0,0,0,0,0,0,0,4,EM
88,0,0,0,0,0,0,0,0,1,0,0,0,8,EM
89,0,0,0,0,1,0,0,0,0,0,0,0,4,EM
90,1,0,0,0,0,0,0,0,0,0,0,0,0,EM
91,0,0,0,0,0,0,0,0,0,0,0,1,11,EM
92,0,0,0,0,0,0,0,0,0,1,0,0,9,Am
93,0,0,0,0,1,0,0,0,0,0,0,0,4,Am
94,0,0,0,0,0,0,0,0,0,1,0,0,9,Am
95,0,0,0,0,0,0,0,0,0,0,0,1,11,Am
96,1,0,0,0,0,0,0,0,0,0,0,0,0,Am
97,0,0,1,0,0,0,0,0,0,0,0,0,2,Am
98,1,0,0,0,1,0,0,0,0,0,0,0,0,CM
99,0,0,0,0,0,0,0,1,0,0,0,0,7,CM
100,1,0,0,0,0,0,0,0,0,0,0,0,0,CM
101,0,0,0,0,0,0,0,1,0,0,0,0,7,CM
102,0,0,0,0,0,1,0,0,0,0,0,0,5,CM
103,0,0,0,0,1,0,0,0,0,0,0,0,4,CM
104,0,0,1,0,0,0,0,1,0,0,0,0,7,GM
105,0,0,0,0,0,0,0,1,0,0,0,0,7,GM
106,0,0,0,0,0,0,0,0,0,0,0,1,11,GM
107,0,0,0,0,0,1,0,0,0,0,0,0,5,GM
108,0,0,0,0,1,0,0,0,0,0,0,0,4,GM
109,0,0,1,0,0,0,0,0,0,0,0,0,2,GM
110,1,0,0,0,0,0,0,0,0,1,0,0,9,Am
111,0,0,0,0,1,0,0,0,0,0,0,0,4,Am
112,0,0,0,0,0,0,0,0,0,1,0,0,9,Am
113,0,0,0,0,1,0,0,0,0,0,0,0,4,Am
114,0,0,1,0,0,0,0,0,0,0,0,0,2,Am
115,1,0,0,0,0,0,0,0,0,0,0,0,0,Am
116,0,0,0,0,1,0,0,0,0,0,0,1,4,EM
117,0,0,0,0,1,0,0,0,0,0,0,0,4,EM
118,0,0,0,0,1,0,0,0,0,0,0,0,4,EM
119,0,0,0,0,1,0,0,0,0,0,0,0,4,EM
120,0,0,0,0,1,0,0,0,0,0,0,0,4,EM
121,0,0,0,0,1,0,0,0,0,0,0,0,4,EM
122,0,0,0,0,1,0,0,0,0,0,0,0,4,EM
123,0,0,0,0,1,0,0,0,0,0,0,0,4,EM
124,0,0,0,0,1,0,0,0,0,0,0,0,4,EM
125,0,0,0,1,0,0,0,0,0,0,0,0,3,EM
126,0,0,0,0,1,0,0,0,0,0,0,0,4,EM
127,0,0,0,1,0,0,0,0,0,0,0,0,3,EM
128,0,0,0,0,1,0,0,0,0,0,0,0,4,EM
129,0,0,0,1,0,0,0,0,0,0,0,0,3,EM
130,0,0,0,0,1,0,0,0,0,0,0,0,4,EM
131,0,0,0,1,0,0,0,0,0,0,0,0,3,EM
132,0,0,0,0,1,0,0,0,0,0,0,0,4,EM
133,0,0,0,1,0,0,0,0,0,0,0,0,3,EM
134,0,0,0,0,1,0,0,0,0,0,0,0,4,EM
135,0,0,0,1,0,0,0,0,0,0,0,0,3,EM
136,0,0,0,0,1,0,0,0,0,0,0,0,4,EM
137,0,0,0,0,0,0,0,0,0,0,0,1,11,EM
138,0,0,1,0,0,0,0,0,0,0,0,0,2,EM
139,1,0,0,0,0,0,0,0,0,0,0,0,0,EM
140,0,0,0,0,0,0,0,0,0,1,0,0,9,Am
